Iterations, Results, Times
1030.000000, -195778208476015173425673330887306758708871000467686280357514356466153503396749454738271221317632.000000, 0.001001
1040.000000, 387987661446770721887575876055468901639362506715967505949903842789018798221847154845290074210304.000000, 0.000000
1050.000000, 8702496402685472936710450276679833066579274026341482698645466624090844891401004871439969192771584.000000, 0.001001
1060.000000, -138670573099698097023939835711172388938538100037086327566763001521664143229513444878957085447946240.000000, 0.001001
1070.000000, 1169836797200827790371119979128039133927575199229674569771666469324825784768795523458215101100720128.000000, 0.001001
1080.000000, -5310266161058749424242679754455934158446320088235041175389201689313682932649458667231011689224732672.000000, 0.000000
1090.000000, -13643519322308710242964115077017782905907838142503575698000344751787400415322002627580343259643248640.000000, 0.001001
1100.000000, 545871955451175984744828817375103947450756176154753010527793601443826691764699421777681040766845059072.000000, 0.001001
1110.000000, -6045029721218104394375232882863294726878638098431255550015109232891958855027322694739723525043343327232.000000, 0.001000
1120.000000, 39364707194039177705082536763124326590778842462259347146954760495277248911775524789165844047232141099008.000000, 0.000000
1130.000000, -82369822038255161827610087608330586062083278095019850921383526145543851804366216970772965542231097212928.000000, 0.001001
1140.000000, -1693922832851855101879750362333703442203382609282644383537221416025180454086481908883457382630419467337728.000000, 0.001001
1150.000000, 27470379459135915761465048312504346455349527611213576520164369458571949468602113605728025457133337341591552.000000, 0.001001
1160.000000, -233839954472107366238329958056779029506297920263688993536939202424660062220551475343276406518946070335062016.000000, 0.000000
1170.000000, 1078843711018447447830253635355660505671455364037335017327362154785894377801298368595178102146149779849084928.000000, 0.001001
1180.000000, 2504548208621321324707143998406742455193860019347897949537956639672467521001790924595858996157815921278189568.000000, 0.001001
1190.000000, -107473632120055033818797534903568499185177357120661962285306168948990851322365745450427496739728082318498201600.000000, 0.001001
1200.000000, 1202860962520980931084221231312868613538398312192835069570739423125556449832691069440319648308677149162985226240.000000, 0.000000
1210.000000, -7912972608974116325094021941542811559160102957895647146284880233334994341224066487787955329682029762338281750528.000000, 0.001001
1220.000000, 17416439449449446019540023614903594107418898453017118272542473215218829088769823046470487263486401045198891122688.000000, 0.001001
1230.000000, 329498418257668972151581400665964745245746287962645822483011300065521990378122899660124679556418591284882462212096.000000, 0.001001
1240.000000, -5440865359439563211617025205872510564419565762307623272571587304255759221747713246538279432046272373512041836576768.000000, 0.001002
1250.000000, 46734532058235234542844299024937484089418498903611394503715863027625838092829205804860245717210685301897836200198144.000000, 0.001000
1260.000000, -219056940153040538759588574367075433573898063619940865295635201557954156578649419747280037482610967938619659941576704.000000, 0.002002
1270.000000, -456417296546423665433403065352532648413575039793015432220709284311257694415863786670538476301351140215284067664396288.000000, 0.001001
1280.000000, 21154035026324077182363518171326923296985585908861795939818483905977403120874283491109825114261064528799982946705473536.000000, 0.001001
1290.000000, -239312611721520377526452627253522679174691202171462846655175475266766077241109381480786102644574372630811714229180039168.000000, 0.001001
1300.000000, 1590246355749301105327898960748697776054007145325391066254525407532231483630943289923016192681293752134718140771209314304.000000, 0.001001
1310.000000, -3669376002283557558766093035022924592445252258049294879866092559103295385932537131159587112483339599232714903304240365568.000000, 0.001001
1320.000000, -64048553190524460343970707297654887316703976340352081741783205450496462694372694531220549578785682429670496338038682025984.000000, 0.002002
1330.000000, 1077441018520610320044360847384331225986874577492585432190822773449290828608565072829782566311504165672074663133638813548544.000000, 0.001001
1340.000000, -9338635443307447539984195969925721613732109719564567208105244756763651386589186435149017117542610608256549432133662193745920.000000, 0.001001
1350.000000, 44455065561847962194970420979557354397193189324371338808696026407947719245530506301822398351450924719502071016818761059532800.000000, 0.001001
1360.000000, 82453666454853201071800033650941629347771169493916941380888931403346375316275791059347590470254924695418615653355331640098816.000000, 0.001001
1370.000000, -4162573809211063302742703944126886779040537490683261123844302304014969637542991843254443148552009531575634242270566190688501760.000000, 0.002002
1380.000000, 47604591817699341641902732869753495606805644561248758698575225882974770980747509080164468173843871139448271991503162268671016960.000000, 0.001000
1390.000000, -319509163770527826804822786994062949700568022416120986299318369249984495690640067402527359631971701623185037574766258811603779584.000000, 0.001001
1400.000000, 770609485121030565287517548113396760067865688856202133816991428828142597482039381885995992079264313787806857342145920078234779648.000000, 0.001001
1410.000000, 12440757847180932341672538030928243338271666039654045577898883699954677495334718325246018885264396922559340906296694969713219862528.000000, 0.001001
1420.000000, -213324352203345759306925938119543893158960814603185751117700218735178306427963470767779459327040179659529313884889980325069638860800.000000, 0.001000
1430.000000, 1865760352604685713246651040784177150298452884204995146865353649894355914934025604007944127059535613504299952434093009097801949249536.000000, 0.001002
1440.000000, -9016960165138987118395912445363658542681544007240495153746994428599819425970913755197228293619914701241973530328636896781653275312128.000000, 0.001001
1450.000000, -14738689588773610054652587215794409197421131470344080437401073428786496645143865825734334876360885529551484389598822123547210152935424.000000, 0.001000
1460.000000, 818851718745382668673592596312613369578166093292324604309043278172575512827560602065487882978016838846575060095709002275731747534536704.000000, 0.001002
1470.000000, -9468149903935833936363224782667427301462731712238788889608674781566128138950482760230263388166388682029577707127732851319251095913496576.000000, 0.001001
1480.000000, 64179799317957963306707488558642811003233908190169946385544763852886386987374661103758604296396765384500296989751609304502542411057070080.000000, 0.001000
1490.000000, -161371715390826706509148655532862792039849008433235887961891849208211965557381393625272413623575695364234983402352979555299195325859758080.000000, 0.001002
1500.000000, -2414626217140535461996284441631278393256436513259600306415551604701123569501062116060146473152995233003464278282731673767140516192006963200.000000, 0.001000
1510.000000, 42228721253760499103661060789307456038093804494147751314249834996376380423719448487888906826852131188231736365103595022117550141637553815552.000000, 0.001001
1520.000000, -372696879105634175848597408465666769134003648198152714827781068562707684407683620961015892533023436482949162514513638923865608250180751065088.000000, 0.001001
1530.000000, 1828024635023969197843197183429041244568280020774763683582706687890168485093629342665303987904354604870749934989045424418091801231171197599744.000000, 0.001001
1540.000000, 2600147246328888446218913946382939889481368465361195668479318931078864867246570339919905303233950037050915472265742207855516600588702607998976.000000, 0.001001
1550.000000, -161034965900940271325046967095900338682292578101918719108774021526986306193215523294769128268790767005117040004487103649258553008683714309259264.000000, 0.001001
1560.000000, 1882843924447435180167176734453438042443036833707378990522702484022330832131056953246213441783714036870093553583634441903253793892739508617609216.000000, 0.001001
1570.000000, -12888767693831215427915795688003234840992542415395459552564064350443841824612273719796079872715456582587492959317955960532750702615647627753029632.000000, 0.001000
1580.000000, 33704828955331378940356586582456324401969941231458564729625646829908691750475551168510226293027567943247530114472527514754506978073914225616486400.000000, 0.001001
1590.000000, 468275293869715464365529719865235163929929854536021445188901935656990939598762924579199362572643883864770295040494889934240130455410631810796748800.000000, 0.001002
1600.000000, -8357860402457911268874390138090007617505603289893186063637414595365238539131479096583162288928304486067081900907639469110298174030527778632522268672.000000, 0.001001
1610.000000, 74436102461232266314558919276653069518014367170915145027589675421578171133347130878452733036182905574247472825933095866604398904953347408727084367872.000000, 0.001001
1620.000000, -370420280014473470257218719929638340836412200070349448659875476960109418305360699827759049730058353612266376622304811406266669937180860416210755387392.000000, 0.001001
1630.000000, -451081781944170369966791783503806062272842553003814823188746209505430004272573507752024437181678186767226835821758433599620185515157896421532988604416.000000, 0.002002
1640.000000, 31659465197768793531224284507871280424534434437716664181545869998172035340931946943077440447077834996952103136131929932028383837507590942224766396792832.000000, 0.001001
1650.000000, -374365922374497503347239490003347900168359110207238799990205592218949650503253024724396662024162363120379047733987629918607527448394056881824636283650048.000000, 0.001001
1660.000000, 2587761455935658279626661734413385553246454265518390213187421232239950391955194622842635346251491383784524798173052596787894417171388328992855641928237056.000000, 0.001001
1670.000000, -7023154208861264765516075172647265419392554945139372536197231447687069013692039230859386069612189140279597308823528837358692118292557897398710805676949504.000000, 0.001001
1680.000000, -90736503089113279135577493500257314501189031742221094704639808616023340822715697546741947016624506992571199808779447481732688391501037260503560014918582272.000000, 0.001001
1690.000000, 1653868843482017990410643127245650027708069152650219457879421234494240017863857977801603821380234022342772097075330496052893716201310336937914425183345573888.000000, 0.002002
1700.000000, -14864145733095537968929060546830210315405652492157108864022829385352156430025942151172412673054607533623221709599072076569172160082650295236437226094671691776.000000, 0.001001
1710.000000, 75024935529288845969111576845022092768897503036194532871724415468709978944954874649753390341251398096567009610821320996755022087351001637527868186166615343104.000000, 0.001001
1720.000000, 76542253845508223250638091266614703846583954433056549706381097187936617236526061106053778437736174019840612751833746511531300869865658264635072805447634255872.000000, 0.001001
1730.000000, -6222317069862149873661588650695828462539419720771350919212852168395210006627610881846347424671476013149453291819158840160696724412797043214509761406393821167616.000000, 0.001001
1740.000000, 74423646090133005494198212284612720197605206518575281582230477316829695922084027987086693767026354002434158133063569248607898439294129452074506062569530749616128.000000, 0.001001
1750.000000, -519443847269017149048842394104991664039956414665739315629129441248303587706192474485499259488041195139163799823881297682729576760644693970055315456891822578597888.000000, 0.001001
1760.000000, 1460284296663375300789365748939673683821761103046822357927544749967319285231875731368274726058844593824807850112762004564044170170222796985535185117796789995438080.000000, 0.001002
1770.000000, 17565957152806069024238339161586027183241203424417095706479133117246135714786521807465632583300294374322460095476902045876328603766580652839837255844534730354589696.000000, 0.002001
1780.000000, -327208690982278768903820285180511429774125721431691065249763109456744725618040557083376470767651520433419890941867298670952477437003652748299709486113577235021561856.000000, 0.001001
1790.000000, 2967735596793626777995695610636518381420765280414553286724318549416589466017046718694837306631891942327721952131379543334778957339119203451923424800417099414872522752.000000, 0.001001
1800.000000, -15188733975868900085240145908556557229036886787277799925410563719645805448358669167908690672438057242075902779196614120006191636061984549276551644882469288649590571008.000000, 0.001001
1810.000000, -12596977345531168152346194510701221185987598119686504666777347111934118008403996845357506077744129772056247638241214754984380153785307929136620978498862397660818571264.000000, 0.001002
1820.000000, 1222538131444904492612191116923471828042518987801850595878236946194824076436287509786059896544476128940243375780314818316345826944027638451166971776646557805071852109824.000000, 0.001001
1830.000000, -14793061240451018606828180586002273167890604200733389117715283557312883478077773136777704814974676233222994276116911488763402475797116433220094402431895493902044697198592.000000, 0.002001
1840.000000, 104245218214902899205925038836271807627369127680696315744301695907330666278956987907830550985592988563724060310193571268274261910565669391870354074725131414344484457021440.000000, 0.001001
1850.000000, -303030241435071291092454306515861736733961877673607840686043867718288209297108795802143678331360643930982194398090612040381313551184965428664732383525893736232153994231808.000000, 0.001001
1860.000000, -3397412200122395825119953455493276997564551443171664653629962676444672533356464299907724289767883486338026679486151982474621791558909049298437075080244064666265908976549888.000000, 0.002002
1870.000000, 64724008437999383358809326096546808772873904297876568080799041359715036732270920669343328717638787033437406846188377846365895987659346226537190150776119823055974491614085120.000000, 0.001001
1880.000000, -592433780187541581043529920373523612749701703589080777445138655865321113693199913349972488181830086344550146950706746182990098269599735505121943008969041773638569748210909184.000000, 0.001000
1890.000000, 3073612336309540106583330049310401799697684726741323387794391869230343412023052105339835111735698864931930048218836203460586670902425224127561125433729549512619507094942384128.000000, 0.001001
1900.000000, 1981821064042821167884579872562551258831436556099429781669397241305599025307938652122830899141148524452643091530578451195047227569771989090475991932521701990442025213730226176.000000, 0.002001
1910.000000, -240121342040625477561463585729329179933584081369591586042659121648280891020413857566059468904801894816525766544195638469329301741135839509859379333098668526348834343666315165696.000000, 0.001002
1920.000000, 2939933166877685571949223475470290352320824045802480180200166832879356482988248032804170729789491413600954095394376459590948692193829754176596652507919416559441591650523918893056.000000, 0.001000
1930.000000, -20915990003399655589630498526163349929994029154045855874614193613763531000530711513008883044307391151602265217663506420372765745035572956265990731378891192127595606936207228928000.000000, 0.001001
1940.000000, 62769176715839463206139259884687299683362448248659878545995761784250255379154634973074600099829340558066711643114934088382562620517868719910393903034387922176671321579904403767296.000000, 0.002003
1950.000000, 656427624547895647411094028505411511972153348556286380046048709137180864493271021475741542177619147726566540809723459164203184346749356466009319952664926057381016283176862545346560.000000, 0.001001
1960.000000, -12800347100642613986726927401694438348446462359892541543677023640272955841293036258769659547912130973497822795326056210242459781745961234899763686812958522788983802873144223717130240.000000, 0.001001
1970.000000, 118245381690959966547690344474334900742558407123643416504469472507570568212108936344945033438896554886524170071147360270381988361147561014452969403888024293449088406154273838390575104.000000, 0.001000
1980.000000, -621719231064375583718084304515406003752784102163729686637626510722892492969049719441065197091771120193726124075175076196787018119959027014439024976355686490843127615974620939648237568.000000, 0.002002
1990.000000, -289803297463699088814117971037455683328928429351649214243703179040789154350872456620441057017008947329533057884256010595004806320537064203567960820130747975470026190316073821168205824.000000, 0.001001
